"f02486a9-4a50-4a6c-89c6-578a4ae05354","WarrenMICity","fd81919a-1ce4-4567-8e43-d5735f6cb1b1","","2016/10/25 0:00:00","","moratorium","MAYOR:  (Tabled 10/11/16) Proposed resolution to approve and ratify interim moratorium on LED Signs. CONSIDERATION AND ADOPTION OF A RESOLUTION.  Request","test",
"1f03c298-4f33-4b63-bc92-f320227de4e1","WarrenMICity","ceb2825c-c2c4-4f1c-9216-d3df4daf2854","","2016/10/25 0:00:00","","moratorium","Stevens with the following  amendments:   Move item 10a: Tabled sign moratorium to be item 14a under Council  Business.  Add item 14b re:","ccc",
"ff3dd1f9-b8c1-4e60-995c-6f4ed9ef669b","WarrenMICity","ceb2825c-c2c4-4f1c-9216-d3df4daf2854","","2016/10/25 0:00:00","","moratorium","Stevens with the following  amendments:   Move item 10a: Tabled sign moratorium to be item 14a under Council  Business.  Add item 14b re:","ccc",
"60619dd2-5987-4732-852c-8f446216caae","WarrenMICity","ceb2825c-c2c4-4f1c-9216-d3df4daf2854","","2016/10/25 0:00:00","","moratorium","Stevens with the following  amendments:   Move item 10a: Tabled sign moratorium to be item 14a under Council  Business.  Add item 14b re:","ccc",
"03a0858f-db9b-4e10-93e1-7f8d6e076ba2","WarrenMICity","70b9015b-35dd-4829-b4ed-db16ba361565","","2016/10/11 0:00:00","","moratorium","OF A RESOLUTION.  Proposed resolution to approve and ratify interim moratorium on LED Signs. CONSIDERATION AND ADOPTION OF A RESOLUTION.  Request",
"10236259-cfaf-498e-9c3e-d58f094d7869","WarrenMICity","27b3eb6f-0f3a-4894-8887-871917731f31","","2016/10/11 0:00:00","","moratorium","     d) Proposed resolution to approve and ratify interim moratorium on LED Signs.  CONSIDERATION AND ADOPTION OF A RESOLUTION.   ",
"f0c914cb-bb72-48d5-b07f-77ea33d6b989","WarrenMICity","8e3ca598-858c-40da-baac-ac9ceb8825d4","","2016/9/27 0:00:00","","moratorium"," 14 COUNCIL BUSINESS:    a) Councilman Sadowski in re: Request for moratorium on L.E.D. business signs.    b) Councilwoman Kelly Colegio in re:",
"53a791af-9e6f-49fd-8fb4-cc1067045c5a","WarrenMICity","b9449c41-7801-44e3-8dcb-64a289175b2c","","2016/9/27 0:00:00","","moratorium","Stevens with the following  amendments:   Move item 10a: Tabled sign moratorium to be item 14a under Council  Business.  Add item 14b re:",
"a58a93d5-7550-42ae-ba0d-3999b0662b20","WarrenMICity","b9449c41-7801-44e3-8dcb-64a289175b2c","","2016/9/27 0:00:00","","moratorium","Stevens with the following  amendments:   Move item 10a: Tabled sign moratorium to be item 14a under Council  Business.  Add item 14b re:",
"cbc755d2-6149-4fc1-9b8e-cd05eb6826d0","WarrenMICity","b9449c41-7801-44e3-8dcb-64a289175b2c","","2016/9/27 0:00:00","","moratorium","Stevens with the following  amendments:   Move item 10a: Tabled sign moratorium to be item 14a under Council  Business.  Add item 14b re:",
"74247a89-5ea9-4e85-ad0d-4a2a43f54568","WarrenMICity","3040eb1e-d163-4966-a946-aa4cef121f99","","2016/9/13 0:00:00","","marihuana","Article XVII, Section 17.02 (aa) relating to Industrial Standards for Medical Marihuana Facilities (Second Reading).  PUBLIC HEARING: approving SAR NO. 488 relating",
"b1887af4-90d1-48dc-9488-a7311ad251ab","WarrenMICity","bc287ba0-4e9b-44b8-9f80-f371a3db9d92","","2016/8/9 0:00:00","","marihuana","Article XVII, Section 17.02 (aa) relating to Industrial  Standards for Medical Marihuana Facilities (Second Reading). Set Public Hearing Date-September 13,  2016.   ",
"1fca41bf-8541-4ce7-a66c-7bd663aefd2d","WarrenMICity","1e87ac4f-ccb6-4d1c-b296-d67ea4ef7fd5","","2016/7/12 0:00:00","","marijuana","   b) Council President Cecil St. Pierre in re: Revise/clarify Medical Marijuana ordinance, Section 17.02    c) Councilman Scott C. Stevens in re:",
"483cacd1-b767-4194-a577-54bd9451f9e4","WarrenMICity","90bc0d40-910a-46a6-bd3e-514779692ff2","","2016/7/12 0:00:00","","marijuana","   b) Council President Cecil St. Pierre in re: Revise/clarify Medical Marijuana  ordinance, Section 17.02.    Motion:   Motion to approve was made",
